Mean_S1,RMS_S1,StdDev_S1,Variance_S1,Skewness_S1,Kurtosis_S1,PeakToPeak_S1,CrestFactor_S1,ShapeFactor_S1,ImpulseFactor_S1,Mean_S2,RMS_S2,StdDev_S2,Variance_S2,Skewness_S2,Kurtosis_S2,PeakToPeak_S2,CrestFactor_S2,ShapeFactor_S2,ImpulseFactor_S2,Mean_S3,RMS_S3,StdDev_S3,Variance_S3,Skewness_S3,Kurtosis_S3,PeakToPeak_S3,CrestFactor_S3,ShapeFactor_S3,ImpulseFactor_S3,Mean_S4,RMS_S4,StdDev_S4,Variance_S4,Skewness_S4,Kurtosis_S4,PeakToPeak_S4,CrestFactor_S4,ShapeFactor_S4,ImpulseFactor_S4,load,label
-0.01910501540000003,3.927501476839716,3.927455009158567,15.42490284896472,0.08777311155130423,0.33832704054987817,20.75116,2.773493546529491,1.286773506271792,3.5688580154899414,-0.23916530100000005,2.623329291338855,2.612404357980211,6.824656529593998,-0.20039092066051958,0.13469493120498788,13.78134,2.7710284118735222,1.282382104958759,3.553517247718894,-0.08695708800000002,3.061021814382565,3.0597864325754,9.362293012972492,0.11615621366778256,0.9569589080318712,18.55034,3.3065102484549116,1.29290534932121,4.275004787812758,0.44405505999999995,2.780995634453604,2.7453145216055663,7.536751822538401,0.2600012621308661,0.12422369770587682,13.44933,3.04089294324316,1.2452919179716588,3.7867994056377574,10,1
-0.20154816499999995,3.7553223375073945,3.7499098916863507,14.061824195767137,0.1732146800087076,1.123999162270045,22.9805,3.198580286978187,1.3133569905714835,4.200877779806944,0.14903163500000005,3.2572844221365735,3.253873288630462,10.587691378462818,-0.07936113930298577,0.008305336699746757,15.36464,2.4293119588278373,1.2714282741869143,3.0886959112741095,0.05712630080000002,2.832987675242169,2.832411649783791,8.022555753830936,0.3545684288082736,1.3337396629528158,17.53623,3.6048515456838395,1.3388356460899462,4.826303748223965,0.269018658,3.2189181963367135,3.207656982340144,10.28906331635548,-0.595455380689096,1.6601108773113582,20.7344,3.24512751268045,1.3603327782321952,4.414453325042331,10,1
-0.03832218099999994,3.3025301372168987,3.302307786634866,10.905236717669268,-0.13225625624326137,-0.2957423351206505,16.66514,2.854366079439926,1.2269399633486633,3.5021358128916904,0.20580161779999986,4.106385610700802,4.101225241056811,16.8200484778815,-0.24942716959112968,0.37624079212993466,25.444200000000002,3.117291266227527,1.259867404649484,3.927373657118578,-0.08252949100000001,2.9766954484379693,2.9755511549739158,8.853904675866604,-0.04383996038321044,0.15573136724752956,16.63967,2.939014135487334,1.27006242267492,3.732731413192879,0.4177098718000001,3.1901676057033264,3.162702612557766,10.002687815479721,-0.04742467279877481,1.5186610814068402,20.348860000000002,3.7038806296181934,1.3131739113119607,4.86383941342833,10,1
0.29121692000000005,5.895915016850197,5.88871858653692,34.67700659142538,0.033461443770632836,-0.31034942086820516,30.3762,2.675292970628102,1.2235523494104725,3.273360999573337,-0.171788757,4.371842021509247,4.368465552571343,19.083491284002452,0.08689869989378178,0.1194812757823378,21.8201,2.5945585280055865,1.3337128484005274,3.4603960447282107,0.09697004099999994,3.838882857435134,3.837657932158336,14.727618404257797,0.48159439659812103,0.18035274790204658,17.85081,2.694143161979711,1.2950767542208936,3.4891221816230993,-0.07608234800000004,4.680532107666741,4.679913705104195,21.901592287222073,0.6457047629769934,0.7022405670787184,26.272599999999997,3.15158611471495,1.3012824565856176,4.101103721497392,10,1
-0.155213675,2.6126403230432973,2.6080257231639377,6.80179817268478,-0.0028309076556440956,1.0297831448307377,13.95175,2.90451002117303,1.3307249687992553,3.8651040073026053,-0.09550514909999999,3.0841418478844,3.0826627620236353,9.502809704367188,-1.548971344260229,4.783815144615386,20.7612,4.618432193632973,1.5377055078646025,7.1017886218486215,0.03069229,2.6611476832085073,2.6609706828863344,7.080764975180564,0.19468219366643355,6.353594382599569,22.3109,4.476452049304258,1.601054944849767,7.167045688921455,0.36748164599999994,2.40210764682925,2.37383200475701,5.6350783868086864,0.23335905839353438,2.2030827610262573,16.14036,3.6440040526719213,1.3378871359984585,4.875266145596013,10,1
-0.13809729799999992,3.975363533585192,3.97296417809726,15.78444436044404,0.2741880315300919,-0.11410449491227137,19.75239,2.7627410442372913,1.2528783898862168,3.461378551176583,0.4401677596999999,4.461531614535533,4.439765386911871,19.711516690820716,0.26589575268122273,0.3727763243127842,23.5423,2.7039369082798466,1.3130918702791108,3.5505175720099005,-0.150195599,3.211831610264271,3.2083178730814397,10.293303574733814,-0.05324476778986114,1.9087636054105275,21.1027,3.3174528720462066,1.3877972461626134,4.603951960099978,0.25076859,2.5896491903973407,2.5774790093413005,6.643398043595012,-0.0911007396156992,0.24251349446547055,14.03233,2.7708424857727665,1.2774144467246407,3.5395142209245467,10,1
0.22711741634999996,2.4677428813678626,2.4572693396801784,6.0381726077322595,-0.20235429321122,-0.000554455859323344,13.256889999999999,2.7312367308963905,1.2332518695278833,3.368302804501198,-0.10436399600000007,3.739921272042609,3.738464828965992,13.976119277415721,-0.5248414398549242,-0.3418437736659321,16.09391,2.5626020717718494,1.2000373202914336,3.075218123182366,-0.07076545199999996,2.914074209991016,2.913214848262654,8.486820752137998,-0.14585141093821577,0.7712335638361272,16.20551,2.899860947613291,1.3521134601500449,3.9209410198313948,-0.35778616494,2.7653092577071945,2.742065708720096,7.518924350938643,0.07124458852278431,0.8676883172389229,16.72191,3.1345318704739995,1.3224129436705447,4.145145517862661,10,1
-0.29154098100000003,2.673071334807497,2.6571251790924513,7.0603142173670905,0.17654072426529016,0.44395950448754595,15.05953,3.0401657801568702,1.2650264059015985,3.8458899902168744,-0.36254276879999997,3.1175510991681237,3.096399133948207,9.587687596715208,-0.029331704265102586,0.17564758033488337,16.13649,2.7305374408366454,1.2832686440679362,3.5040130792791744,0.10081965130000001,2.749648604049011,2.7477996367385344,7.550402843660421,0.07293788241476813,1.979332744049917,18.86065,3.63766482206892,1.3866103914168975,5.044023842772464,-0.21847927999999997,2.9114833010725616,2.9032743267963954,8.429001816635063,0.0658296497607864,0.1997715937504072,15.06558,2.7107866279337802,1.2853230457481661,3.4842365249892473,10,1
0.11661607960000002,2.260105913744419,2.257095352731298,5.094479431321223,-0.03745329063440825,-0.1541425706849111,11.47352,2.5844762249759516,1.2404029898283808,3.2057920366005375,0.3391951293,1.5515910897612195,1.5140612847852508,2.2923815740855646,0.22995395413069747,0.07822835674225503,7.291029999999999,2.6589157589419368,1.3065602191638275,3.4740335567413316,-0.008106837999999984,1.6403923631315136,1.640372330965697,2.690821384197834,-0.9113869192775158,4.061118158334427,12.582740000000001,4.552410854768955,1.4541916910116788,6.620078039076389,-0.9956733899999998,3.0725449927671837,2.9067451269460483,8.449167233024598,0.5972697857487889,0.5986679722664885,16.177970000000002,2.836570341692764,1.2447463279041069,3.5308105166637658,10,1
0.057247373000000046,4.461109497731195,4.460742167961748,19.898220689032076,0.09697626432566282,-0.22181997204046766,20.99436,2.57908935116958,1.271700212323596,3.2798284754838805,-0.10972359240000003,5.569658257733374,5.568577362415683,31.009053841208406,-0.35899839962997343,0.20481895005123762,27.9282,2.6701458710416865,1.2914140030097692,3.448263767941951,0.021528969000000023,4.843986266695087,4.843938423991824,23.4637394554244,-0.3761471246148749,0.11037310227862385,25.540300000000002,3.0457559513408694,1.237925642563153,3.770419393154193,-1.7624291060000001,5.031365201640741,4.712587340156722,22.208479438605412,0.757805445576358,1.079172661625316,26.884900000000002,2.67593375961051,1.2323986502587525,3.2978171535258216,10,1
-0.07010170099999999,3.1564699132828826,3.155691376699717,9.958388064976956,0.17502017537046544,-0.28883079745522044,14.91922,2.4835433935268587,1.2500178465491216,3.104473564587742,-0.3564811934,4.816673840966962,4.803464171721023,23.073268049007535,-0.676668520722644,0.7492388377999215,25.4664,2.925047546331597,1.4118972092586142,4.129866467614339,-0.133851033,3.9942004997516185,3.991957105628881,15.935721533180914,-0.793303831191746,1.635144407976017,23.40444,3.572204249858581,1.419908806121845,5.072204271640079,-1.541151606,3.794091818298504,3.4669849225232103,12.01998445300327,0.044974066931125115,0.3091847429222727,18.71683,2.686598134193609,1.2591352584936135,3.38279043616633,10,1
0.18733667400000006,2.8219938199226653,2.8157688275595945,7.928554090256332,-0.25488974152679195,-0.40160618051540276,13.7603,2.5918518844241976,1.2378280931944796,3.2082670759393235,0.04021113600000006,2.9726120505994618,2.9723400659935804,8.834805467910723,-0.24353951609399266,0.14047079106742277,15.67999,3.165791512586457,1.2751352075593205,4.036812217491467,0.171216367,2.798674818071884,2.7934326004006276,7.803265692981012,0.08838095432882172,-0.10975880849253139,13.11374,2.4810420829039854,1.269026558391087,3.1485082956910984,-0.9849565049999999,3.1187948224757314,2.959179249041804,8.756741827959614,0.011599445049155862,1.2567369517348048,18.86342,3.8945492382080276,1.232837187870436,4.801345130855333,10,1
-0.29747319000000005,5.062258913282357,5.053511156249473,25.53797500633789,0.36205070545851936,-0.23154341182617655,22.712,2.2894917463802873,1.234183084076255,2.8256519845147543,0.14339738099999993,5.909695678225586,5.907955670141789,34.90394020036051,-0.43015128736943614,0.3637177934351077,29.1449,2.5935176419442927,1.2907036610270093,3.347462715395635,-0.141853934,5.004485633071066,5.002474778849308,25.02475391302343,-0.25037384284321573,1.2798408405113522,31.2609,3.1493146659966027,1.3856686363306001,4.3639065586074715,0.082342703,4.690952135300666,4.690229377647167,21.998251614944532,0.30984462205375174,0.40938810906353407,24.2334,2.9925907566524828,1.273199419256923,3.810164813443577,10,1
0.02109898960000007,5.244735357398175,5.244692917777019,27.50680380178042,-0.13950540271050182,0.07505390956787128,27.2243,2.7423499985965187,1.3110259794979682,3.5952920930362526,-0.404709673,6.035341371327851,6.021756849046778,36.26155554904178,0.04940015226627264,0.5412985097674179,33.5446,2.8679405082585747,1.3252072067916325,3.8006154301939206,0.11286845699999998,4.471556201646215,4.470131494251055,19.982075575895166,-0.46786108674736143,2.463607215137772,28.9996,3.4152986815591593,1.519337622586895,5.18899177926425,0.054478158999999964,4.590182564282331,4.58985926839086,21.066808103633484,0.5547939003614438,1.0062466745832914,24.856499999999997,2.962866903339902,1.3671824165583717,4.0507795328490666,10,1
